pin,t0,t1,t2,t3,t4,t5,f0_peak,f0_energy,f0_fwhm,f0_rise_time,f0_centroid,f1_peak,f1_energy,f1_fwhm,f1_rise_time,f1_centroid,f2_peak,f2_energy,f2_fwhm,f2_rise_time,f2_centroid,f3_peak,f3_energy,f3_fwhm,f3_rise_time,f3_centroid,f4_peak,f4_energy,f4_fwhm,f4_rise_time,f4_centroid,f5_peak,f5_energy,f5_fwhm,f5_rise_time,f5_centroid
024332,0.0,0.44679305818495874,0.6771327610683135,0.9946432941040695,1.0446432941040695,1.2443997727454374,0.5693857127628322,0.18484567389697212,0.5868914903479405,0.05455937733792532,0.5000405101583553,0.9337331006800753,0.2794143991045739,0.41189797439612885,0.13011990956499622,0.5350519234603675,1.2,2.0,1.0,0.1054446194029373,0.4890963790570816,1.1809689405784625,0.9490294981313127,0.8138428865999665,0.3018379932539287,0.5259443016418767,1.1899810479187112,1.1087301006509267,1.0,0.260556419321026,0.5652781949057573,1.0627375668869823,0.5359586782482143,0.5526706744469817,0.17052497997031008,0.46652694512604204
047364,0.0,0.329508027894563,0.5183619561370727,0.8506037134724688,0.9949616869904393,1.2311781895542195,0.5513326447334485,0.35284579463585986,0.9682382890533054,0.0563434609962849,0.5344382477838675,1.2,1.9364459765731177,0.7709262813412039,0.32057625046289767,0.4477217567640167,1.2,2.0,1.0,0.07391025407749632,0.5283072863981758,1.157394457592095,1.1016571043609378,1.0,0.31687531519252715,0.5345849119584842,1.2,1.6271273044885057,0.8049643888340179,0.36955661840462783,0.4906139821101923,1.2,2.0,1.0,0.17434811183903293,0.4649322457791426
078582,0.0,0.22919138901598812,0.42711471598981443,0.6126753995851253,0.7992764161265167,1.0599751050219546,0.3,0.1,1.0,0.05,0.5660429820636615,1.2,2.0,0.9448416154422623,0.26040171093804365,0.5203746074193403,0.4950001162798059,0.262479411674977,0.7635597059536922,0.2817533806401085,0.46558007697856074,0.5745328550912128,0.13014775498733339,0.6286652913433146,0.23436055670589542,0.522965307067239,0.5902203455617553,0.1054968083809466,0.5751686576381816,0.05,0.4630848698838712,1.0254036905171078,0.42925871081211714,0.5463004888494597,0.22270980912477642,0.486609374816757
087545,0.0,0.15482115011739536,0.3047595605068183,0.5078039002191455,0.6711692015510101,0.8663094964138832,0.6478421292780049,0.27395968275376337,0.9216641576840706,0.3779444744089393,0.5361951386243271,0.9754839420091954,0.5680131357065241,0.6773754803689299,0.09448580137107106,0.5173334940209569,1.2,2.0,0.9997867612395093,0.17787841698183315,0.48039916624304946,0.3,0.1,0.3486731494282286,0.05,0.42991636785681575,1.2,1.8657075204531863,0.7740274746039206,0.21507452237417266,0.4910418386123421,0.4926088750640159,0.1,0.48322117380832513,0.05,0.5583574487106895
110588,0.0,0.05,0.4587317025184274,0.7073700721751256,0.8864677727657356,0.9364677727657357,1.2,1.4958532357924976,1.0,0.31149854977951247,0.521540103113714,1.2,1.3058482800179152,0.9736679569566524,0.10802233075627071,0.44662261152998456,0.4984386536284141,0.2244096346559395,1.0,0.28823654616611816,0.5801106513413679,0.3,0.1036786896170672,0.39349154774923006,0.10557972200162201,0.5035417637094713,0.8020542379812448,0.5388684919629159,0.8780814467325051,0.05,0.4621329597966378,0.580991247194668,0.20444574130688736,0.9552586169082714,0.05,0.4800106408311463
117784,0.0,0.06454356142607541,0.3551575335223555,0.4096467394498035,0.605984201576939,0.8368781397711628,1.2,0.9351742877183168,0.5533607624983921,0.3790371688706813,0.5831851003167752,1.2,0.8645969810123005,0.5821294957615254,0.2977056143651087,0.49974660808801846,1.2,1.9926096541481506,0.8271898716468967,0.3607031859723935,0.4892510721590791,1.2,2.0,1.0,0.35257235847057794,0.4859574544086941,0.6970560658553137,0.3202289244767374,0.67513022452969,0.21459315859961625,0.4252471254456084,1.2,2.0,0.7410672757540807,0.11179647159087114,0.5167582830290934
122681,0.0,0.16643154390981457,0.22772404946478722,0.45084131324375065,0.653839613106779,0.9600304646475876,1.2,1.010601358105722,0.6072935272961404,0.4,0.5104106741904776,0.8118389696814385,0.37549084449308223,0.6999920768379544,0.2865350823800414,0.5018104147888526,0.908512668422666,0.3630006560933688,0.5118314234842569,0.05,0.4867006419219165,1.2,1.2204789296877672,0.6331690225423933,0.22914500937003057,0.48244376617780255,1.0026657774114485,0.559829658411676,0.6292293752452265,0.19461190898227168,0.5258883084897735,1.2,0.79428876020455,0.5636482663671387,0.3918883859929493,0.4371807571123249
171044,0.0,0.24365066010929803,0.5187528749283563,0.932319353518371,1.2287809818391269,1.2809769924206245,1.2,0.9613703800121676,0.6153536896700708,0.4,0.48504352810409535,1.2,1.8697906680708658,0.8397854102716069,0.4,0.48890056328552933,1.2,1.2819453095327245,0.7512629290968887,0.10644689832512391,0.5040203770716719,0.6333385013003631,0.2901403779480328,1.0,0.13860641973760832,0.5161592623630135,1.2,2.0,0.8139276714667569,0.23683448155519482,0.5198956780454194,1.2,2.0,0.8995188165294482,0.28979394018833365,0.435455032682322
187648,0.0,0.2797749468727586,0.4819249146922616,0.7842558471637138,1.048905381507327,1.2460555380528653,1.2,0.8395017373939816,0.6016339853086293,0.3024283992376044,0.536899715350705,0.7257861356708563,0.14200096981584476,0.41704155461038983,0.05,0.4980665156380809,1.2,1.7439565732688542,0.7428422867705825,0.1143273364817915,0.5096699120827786,1.2,0.9415247010433867,0.4682949017265932,0.3191977790762537,0.5523162868686095,1.2,1.6438162206322267,0.7558091809765966,0.2958467488764485,0.4238868672934363,0.7032781085063189,0.41272215923474825,0.9809285131615604,0.3327689268240682,0.5373132149535618
232103,0.0,0.20869906138137762,0.3850424802870047,0.5296183250720953,0.9458713793333757,1.3888325768389942,1.2,0.409129646670692,0.39215822420090657,0.05,0.465671456762814,1.134877207351194,0.8352707380852067,0.8957150335737077,0.05177534152013974,0.5647641684174787,0.9850066868353428,0.5881852493790114,0.6568247588326259,0.08779192472228942,0.5027283639831195,1.2,1.3366859704199059,0.8025989663944415,0.21916899752044505,0.5596027277601211,0.3,0.12798486006598409,0.5853812601696253,0.22175629739496094,0.4994067529457947,1.2,0.9531815262567106,0.8550443153019457,0.2518411769222878,0.5494531079208493
