pin,t0,t1,t2,t3,t4,t5,f0_peak,f0_energy,f0_fwhm,f0_rise_time,f0_centroid,f1_peak,f1_energy,f1_fwhm,f1_rise_time,f1_centroid,f2_peak,f2_energy,f2_fwhm,f2_rise_time,f2_centroid,f3_peak,f3_energy,f3_fwhm,f3_rise_time,f3_centroid,f4_peak,f4_energy,f4_fwhm,f4_rise_time,f4_centroid,f5_peak,f5_energy,f5_fwhm,f5_rise_time,f5_centroid
021618,0.0,0.3733505271833468,0.5310378303658418,0.8591805834135958,1.1520173354825594,1.458155746428467,0.7705194872552097,0.4507082908226638,0.9083746296601538,0.4,0.5241049100460785,0.8611226202028239,0.4890397337026873,0.6086641093569897,0.33413208437546893,0.5614599442428574,1.2,0.7549476893212567,0.5757112546032807,0.21376827475396054,0.6073447665146596,1.2,0.974048417734607,0.5248702208228931,0.3661756744816755,0.4985766461464657,1.2,1.6599373997719848,1.0,0.23363416918916663,0.49866961022615347,0.7138683918236339,0.26975262350390866,0.7002372877161068,0.10900723706318259,0.5278969268850546
043932,0.0,0.31124347639383737,0.6487217420955007,0.8839830586452118,1.1239187314711951,1.3111058981875474,0.39824087705137773,0.13562388478434334,1.0,0.4,0.64083798199393,1.2,1.7655111021701688,0.632477043734649,0.22145345216110104,0.46214843426988034,1.1246520793617631,0.7262985831648137,0.7492921181419898,0.32763971071329956,0.5464545043222233,0.6756312336223396,0.3366335398995314,1.0,0.2721401303721476,0.5233769211087907,1.1449061404365866,1.0122782800077106,0.9776420841527049,0.3714676912364998,0.5864227803928383,0.950287292237713,0.6273307714260667,0.835395731187361,0.10166797879354965,0.4760092966986179
048143,0.0,0.28371164889432143,0.5537233500550388,0.8656603314495055,1.048209369247021,1.3488813455990623,0.5052327054688542,0.245348182873655,0.7710867230478448,0.2356075788251944,0.6046847397808199,1.2,2.0,0.8343786657298385,0.3474614436353949,0.5328786147486841,0.32222936481625225,0.1,0.5756869158766609,0.15134087502128896,0.4930857798108635,1.2,1.1749194910310032,0.7646706642995624,0.3600443158455133,0.5765076934215666,1.2,1.643681067667239,0.5823042667623557,0.1680498928758358,0.489482453528989,1.1088733458388553,0.8853880175873143,0.937138943648408,0.4,0.5600743072703744
048266,0.0,0.29479942278140114,0.48660498650195727,0.7305742622155902,1.003176484772681,1.057583079765907,0.31905575172165745,0.1,1.0,0.3580564689561214,0.5465476114551399,1.2,1.4123140889540353,0.5227402289687955,0.34903429519399276,0.492143758561917,0.8938349770788017,0.6656118440353951,1.0,0.18751991935725973,0.5317299985748719,0.9964764702308712,0.3844687108689247,0.47549029015175576,0.1604734969658521,0.4143978197497158,1.2,1.3175564590373756,0.746938177414803,0.3988088351942002,0.4457126433614361,1.2,1.3880784434032312,0.6595290460633305,0.3310759578233341,0.49927919227027484
051352,0.0,0.2577567482073057,0.47138858724861066,0.7105093835095803,0.9582652098911388,1.1535526351359722,0.3,0.1,0.9124592548227397,0.24857925278467108,0.5412038133558857,0.3,0.1,0.817161374836521,0.1940043810349033,0.3944999152675812,1.2,1.760545810159581,1.0,0.23206977126591194,0.512270583089233,1.2,1.2203644440400385,1.0,0.33553885578451614,0.4814022255442377,0.3,0.1,0.6022380695831404,0.1303073637971731,0.5285311049921756,0.905514103467497,0.3883329691274769,0.63369926135712,0.30937366723192783,0.4619465652155835
054073,0.0,0.2907029063911923,0.48020180691898606,0.788082921832515,1.0353169000367894,1.3507184768668508,0.3,0.1,0.9001507466138525,0.3531408677646015,0.5410023474549701,0.3,0.1,0.2623474907331546,0.06779466213527073,0.4829517639036807,1.2,1.5026603648267796,0.5356828049789665,0.12510801424809687,0.5376161467837911,0.36476599337884097,0.17976089508988582,1.0,0.324412917109191,0.5441835582409458,1.2,2.0,0.8815207283421805,0.4,0.5016344178621969,1.1464366291951955,0.7863737352001657,0.7674791516578985,0.18905513926083778,0.4412443004834347
072852,0.0,0.2379303067518671,0.5332234125224117,0.7775397948273266,0.9671433459024923,1.1386799509326737,0.3480263278949913,0.1,0.479069805095879,0.3854842221564304,0.5570825930423964,1.2,2.0,0.9433160612130572,0.1172304438861824,0.5517763023822583,0.7047428201496531,0.1735358698714278,0.4765533309464039,0.12588817519870044,0.48115231650727297,0.31222449828719595,0.1,0.8776947964831779,0.20960865207749307,0.5388281046738548,0.6971307255576797,0.3006349474014552,0.7080649700565609,0.05,0.45060180412576417,0.6883823941736495,0.26991152019383696,0.6490967212929148,0.3016538725453898,0.45595339782100747
104774,0.0,0.39280506587421804,0.6987838160390725,0.8441355449722175,0.8941355449722176,1.0693102902621796,1.2,0.8678277634424555,0.644805586479505,0.33931917828745317,0.5790744673540165,0.3,0.1,1.0,0.13522280261873945,0.6013096530574367,1.2,1.4555695592448241,0.609898813089233,0.19408552320672276,0.5085405803673827,1.2,1.9153991737316072,0.9023137868744711,0.3622439596982264,0.5893189113696047,1.2,1.9775909847145814,0.9047468524251502,0.2514188328941353,0.5006361484792382,1.2,1.4861553091578794,0.6018392007174909,0.24000163109571968,0.4909247245584126
107802,0.0,0.4129395212567183,0.6438654811167326,0.8132419090476438,0.9809806253390405,1.3506508725771162,1.2,1.482204046771329,0.9087476201135432,0.38668990751110227,0.5512631023901794,0.3415181566404217,0.1,0.6169903102702876,0.4,0.5060579082630091,1.2,1.8652731071701047,0.8626526516202446,0.3663250673969442,0.4746686587914765,0.6057530129219781,0.33452459286757763,0.9539973816057196,0.14180656575077877,0.5151542379106084,0.6193185429133021,0.25043711027443316,1.0,0.31377305300580544,0.5217399113626263,0.8501734072214227,0.4001965779892638,0.5347881330750177,0.2737548817023673,0.45361340939058714
110229,0.0,0.05,0.4772868639642571,0.8676334543417189,0.9342289145114382,1.2119010327550126,1.2,1.53645311818697,0.9908862279340952,0.12083586620643089,0.4983082386031251,1.2,1.3064898784457053,0.7684796731995402,0.2947072553799813,0.5425060291643443,0.3,0.1,1.0,0.05,0.5170698128218825,1.1794906474133122,1.1327936808643673,1.0,0.1174945956867393,0.5289859045393513,0.9274362369691564,0.44604529036076357,0.5419315887161148,0.26121817706853107,0.44217601636670884,0.7280129812338899,0.26183831532243745,0.7916472525969975,0.264164677016711,0.604669179207405
124320,0.0,0.161419904897965,0.4134160684181155,0.7305136787161026,0.918782058322409,1.3089198891400944,1.2,1.3835793857360679,0.9140568099603853,0.235563395778013,0.5304807180825207,0.8884993671104404,0.2510068169221049,0.522779886229653,0.19100273897103304,0.49589406183573403,1.2,2.0,0.8041868044202776,0.25238348839145835,0.47804160126975526,1.1427451072433092,1.1278434675695996,1.0,0.29250920895733823,0.5502293516345909,1.1423063701875993,0.5545247798895081,0.4930313593175088,0.24934712757022348,0.4816149909045022,0.9214217335625998,0.869975428881561,1.0,0.2501051646088785,0.5347792311011667
144018,0.0,0.19277511423723798,0.2750865442693435,0.5838279928864939,1.012239766410308,1.2847308918609484,1.2,0.8771206180444389,0.5973150949266652,0.4,0.6177690615916428,1.2,1.4278398843147,0.5702775769121389,0.2432539959410088,0.5179091083171702,1.2,1.7755103509390262,0.6836472852835891,0.10746605174976484,0.45083497330089556,0.3,0.10314786600610029,1.0,0.16518690515894024,0.5058999073155684,1.2,1.333992800072923,0.840258654351002,0.2741930112708048,0.528907192178963,0.3,0.1,0.9510660453888744,0.4,0.5261492955485025
166792,0.0,0.2885494023159637,0.3385494023159637,0.6532015194728633,0.8668439011527778,1.1760247034676792,1.2,1.5299456265451734,1.0,0.273181953271874,0.5585324522430799,1.2,1.4223800495520436,0.7307841282750436,0.23647967747765575,0.48570167625239946,1.2,1.3199174945895173,0.6077088224775725,0.19870607330560408,0.4814420478058927,1.2,2.0,1.0,0.4,0.5305573244990381,0.7164322820355904,0.35364844300556086,0.7765039313172166,0.2638262742387859,0.5817957421286972,0.8311033479296253,0.5531137126459666,0.9062770374057147,0.24503028765670495,0.5179216416112501
